Intake Date,Intake Time,Animal ID,Name,Species,Primary Breed,Secondary Breed,Age (Months),Size Group,Sex,Altered in Care,Altered before arrival,Intake Type,Intake Sub-Type,Intake From (Zip Code),Address Found (Zip Code),Microchip Number,Outcome Date,Outcome Time,Outcome Type,Outcome Sub-type,Zip Code
03/23/2018,06:58 pm,JHS-A-47658,Jet,Cat,Domestic Shorthair,Mix,24,,Male,No,Yes,Transfer In,Transfer,-,,981020023802420,03/24/2018,07:43 pm,Adoption,On Site Adoption,
03/23/2018,06:58 pm,JHS-A-47656,Jinks,Cat,Domestic Shorthair,Mix,12,,Male,No,Yes,Transfer In,Transfer,-,,981020021218494,03/24/2018,02:37 pm,Adoption,On Site Adoption,
03/23/2018,06:58 pm,JHS-A-47661,Ross,Cat,Domestic Shorthair,Mix,12,,Male,No,Yes,Transfer In,Transfer,-,,981020023836935,03/27/2018,09:34 pm,Adoption,On Site Adoption,
03/23/2018,06:58 pm,JHS-A-47663,Shuri,Cat,Domestic Shorthair,Mix,24,,Female,No,Yes,Transfer In,Transfer,-,,981020021742373,04/02/2018,04:19 pm,Adoption,On Site Adoption,
03/23/2018,06:58 pm,JHS-A-47657,Handsome,Cat,Domestic Shorthair,Mix,48,,Male,No,Yes,Transfer In,Transfer,-,,981020023828041,03/24/2018,07:15 pm,Adoption,On Site Adoption,
03/23/2018,06:58 pm,JHS-A-47659,Melody,Cat,Domestic Medium Hair,Mix,12,,Female,No,Yes,Transfer In,Transfer,-,,981020023816402,03/25/2018,03:25 pm,Adoption,On Site Adoption,
03/23/2018,06:08 pm,JHS-A-47654,Agatha,Dog,Mixed Breed (Large),Mix,36,,Female,No,Yes,Transfer In,Transfer,-,,981020021229381,04/22/2018,04:00 pm,Adoption,On Site Adoption,
03/23/2018,06:08 pm,JHS-A-47655,Natasha,Dog,Mixed Breed (Large),Mix,36,,Female,No,Yes,Transfer In,Transfer,-,,981020023803637,06/06/2018,10:27 pm,Adoption,On Site Adoption,
03/23/2018,06:08 pm,JHS-A-47650,Madonna,Dog,Mixed Breed (Medium),Mix,24,,Female,No,Yes,Transfer In,Transfer,-,,981020021750587,03/27/2018,05:29 pm,Adoption,On Site Adoption,
03/23/2018,06:08 pm,JHS-A-47651,Beans,Dog,Mixed Breed (Large),Mix,24,,Male,No,Yes,Transfer In,Transfer,-,,981020021166768,04/11/2018,07:28 pm,Adoption,On Site Adoption,
03/23/2018,06:08 pm,JHS-A-47652,Ziggy,Dog,Mixed Breed (Medium),Mix,24,,Male,No,Yes,Transfer In,Transfer,-,,981020025072222,04/15/2018,07:01 pm,Adoption,On Site Adoption,
03/23/2018,06:08 pm,JHS-A-47649,Churro,Dog,Mixed Breed (Medium),Mix,36,Medium (20-59),Female,No,Yes,Transfer In,Transfer,-,,981020025025303,03/26/2018,08:14 pm,Adoption,On Site Adoption,
03/23/2018,06:08 pm,JHS-A-47653,Ham Bone,Dog,Mixed Breed (Large),Mix,36,,Male,No,Yes,Transfer In,Transfer,-,,981020025068676,04/19/2018,05:47 pm,Adoption,On Site Adoption,
03/23/2018,01:25 pm,JHS-A-47648,LuLu,Dog,Mixed Breed (Large),Mix,36,,Female,No,Yes,Owner/Guardian Surrender,By Appointment,32254,,981020025452874,03/31/2018,06:57 pm,Adoption,On Site Adoption,32254
03/23/2018,01:25 pm,JHS-A-47647,Boomer,Dog,Mixed Breed (Large),Mix,36,,Male,No,Yes,Owner/Guardian Surrender,By Appointment,32254,,981020025334753,03/28/2018,08:28 pm,Adoption,On Site Adoption,32254
01/17/2018,09:34 pm,JHS-A-46752,Maggie,Dog,Mixed Breed (Large),Mix,36,,Female,No,Yes,Transfer In,Transfer,-,,981020025025614,01/20/2018,03:48 pm,Adoption,On Site Adoption,
01/17/2018,09:34 pm,JHS-A-46759,Mary,Dog,Mixed Breed (Large),Mix,48,,Female,No,Yes,Transfer In,Transfer,-,,981020025025675,03/02/2018,01:19 pm,Adoption,On Site Adoption,
01/17/2018,09:34 pm,JHS-A-46754,Missy,Dog,Mixed Breed (Medium),Mix,84,,Female,No,Yes,Transfer In,Transfer,-,,981020025077898,01/21/2018,05:03 pm,Adoption,On Site Adoption,
01/17/2018,09:34 pm,JHS-A-46757,Hobbs,Dog,Mixed Breed (Large),Mix,48,,Male,No,Yes,Transfer In,Transfer,-,,981020023144258,02/11/2018,10:25 am,Adoption,On Site Adoption,
01/17/2018,09:34 pm,JHS-A-46756,Mouse,Dog,Mixed Breed (Large),Mix,36,,Male,No,Yes,Transfer In,Transfer,-,,981020021268547,02/05/2018,01:44 pm,Adoption,Petco San Jose,
01/17/2018,09:34 pm,JHS-A-46753,Garth,Dog,Mixed Breed (Large),Mix,48,,Male,No,Yes,Transfer In,Transfer,-,,981020021762365,01/21/2018,11:44 am,Adoption,On Site Adoption,
01/17/2018,09:34 pm,JHS-A-46758,Rudolph,Dog,Mixed Breed (Large),Mix,36,,Male,No,Yes,Transfer In,Transfer,-,,981020021205253,02/24/2018,12:21 pm,Adoption,On Site Adoption,
01/17/2018,09:34 pm,JHS-A-46755,Chips,Dog,Mixed Breed (Large),Mix,36,Medium (20-59),Male,No,Yes,Transfer In,Transfer,-,,981020017388616,01/24/2018,12:48 pm,Adoption,On Site Adoption,
01/17/2018,06:39 pm,JHS-A-46750,Esmeralda,Cat,Domestic Shorthair,Mix,24,,Female,No,Yes,Transfer In,Transfer,-,,981020023369184,01/21/2018,01:42 pm,Adoption,On Site Adoption,
01/17/2018,06:39 pm,JHS-A-46748,Joey,Cat,Domestic Shorthair,Mix,24,,Male,No,Yes,Transfer In,Transfer,-,,981020025434011,01/20/2018,03:56 pm,Adoption,On Site Adoption,
01/17/2018,06:39 pm,JHS-A-46749,Nod,Cat,Domestic Shorthair,Mix,72,,Male,No,Yes,Transfer In,Transfer,-,,981020015789957,01/20/2018,05:16 pm,Adoption,On Site Adoption,
01/17/2018,06:39 pm,JHS-A-46747,Ashton,Cat,Domestic Shorthair,Mix,24,,Female,No,Yes,Transfer In,Transfer,-,,981020017017279,01/19/2018,02:44 pm,Adoption,On Site Adoption,
01/17/2018,06:39 pm,JHS-A-46751,Silva,Cat,Domestic Shorthair,Mix,36,,Female,No,Yes,Transfer In,Transfer,-,,981020023060584,01/21/2018,05:33 pm,Adoption,On Site Adoption,
01/17/2018,06:13 pm,JHS-A-46746,Red,Dog,Mixed Breed (Large),Mix,48,,Male,No,Yes,Transfer In,Medical Transfer,-,,981020025429674,04/15/2018,02:56 pm,Adoption,On Site Adoption,
01/17/2018,06:13 pm,JHS-A-46745,Nash,Dog,Mixed Breed (Large),Mix,36,,Male,No,Yes,Transfer In,Medical Transfer,-,,981020021578522,02/05/2018,05:35 pm,Adoption,On Site Adoption,
01/17/2018,05:45 pm,JHS-A-46615,Peace Lilly,Dog,Mixed Breed (Medium),Mix,5,,Female,No,Yes,Return,Return,32259,,981020023361037,01/18/2018,03:13 pm,Adoption,On Site Adoption,32259
01/17/2018,05:21 pm,JHS-A-46744,Roger,Dog,Mixed Breed (Medium),Mix,12,,Male,No,Yes,Owner/Guardian Surrender,By Appointment,32145,,981020025430508,01/25/2018,05:38 pm,Adoption,On Site Adoption,32145
01/17/2018,04:30 pm,JHS-A-46743,Star,Cat,Domestic Shorthair,Mix,2,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32218,,981020025450128,01/20/2018,03:28 pm,Adoption,On Site Adoption,32218
01/17/2018,04:30 pm,JHS-A-46742,Hello Kitty,Cat,Domestic Shorthair,Mix,2,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32218,,981020025451982,01/19/2018,05:07 pm,Adoption,On Site Adoption,32218
01/17/2018,04:30 pm,JHS-A-46741,Chloe,Cat,Domestic Shorthair,Mix,2,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32218,,981020021762552,01/18/2018,06:03 pm,Adoption,On Site Adoption,32218
01/17/2018,03:37 pm,JHS-A-46740,Elsa,Cat,Domestic Shorthair,Mix,1,,Female,To be determined,No,Stray,Drop Off,32218,32218,981020025426207,01/26/2018,10:26 am,Died,Medical Issues,32218
01/17/2018,02:39 pm,JHS-A-46739,Galileo,Cat,Domestic Shorthair,Mix,59,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32216,,956000009869607,02/02/2018,06:30 pm,Adoption,On Site Adoption,32216
01/17/2018,02:10 pm,JHS-A-37837,Hope,Cat,Domestic Shorthair,Mix,42,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32257,,981020015105179,01/27/2018,05:52 pm,Adoption,On Site Adoption,32257
01/17/2018,01:51 pm,JHS-A-32414,Charlee,Dog,Mixed Breed (Small),Mix,78,,Male,No,Yes,Owner/Guardian Surrender,By Appointment,32216,,982000356101366,01/17/2018,02:28 pm,Adoption,On Site Adoption,32216
01/17/2018,01:23 pm,JHS-A-46737,Madeline,Cat,Domestic Shorthair,Mix,,,Female,No,Yes,Stray,Drop Off,32277,32277,981020025069224,03/03/2018,11:18 am,Adoption,On Site Adoption,32277
01/17/2018,01:23 pm,JHS-A-46738,Bump,Cat,Domestic Shorthair,Mix,,,Male,No,Yes,Stray,Drop Off,32277,32277,981020021715912,03/03/2018,02:57 pm,Adoption,On Site Adoption,32277
01/17/2018,01:10 pm,JHS-A-35581,Pancake,Dog,Mixed Breed (Large),Mix,43,Large (60-99),Male,No,Yes,Stray,Drop Off,32208,32208,981020015689290,02/11/2018,11:01 am,Adoption,On Site Adoption,32208
01/17/2018,01:04 pm,JHS-A-46736,Zenley,Dog,Mixed Breed (Medium),Mix,36,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32205,,981020011683763,01/30/2018,04:07 pm,Adoption,On Site Adoption,32205
04/24/2018,08:24 pm,JHS-A-48289,Annie Lennox,Cat,Domestic Shorthair,Mix,2,,Female,No,Yes,Stray,Drop Off,,32216,981020025555963,04/28/2018,01:44 pm,Adoption,On Site Adoption,32216
04/24/2018,08:24 pm,JHS-A-48287,Pat Benatar,Cat,Domestic Shorthair,Mix,2,,Female,No,Yes,Stray,Drop Off,,32216,981020025844074,04/28/2018,12:12 pm,Adoption,On Site Adoption,32216
04/24/2018,08:24 pm,JHS-A-48288,Grace Slick,Cat,Domestic Shorthair,Mix,2,,Female,No,Yes,Stray,Drop Off,,32216,981020025623170,04/28/2018,01:08 pm,Adoption,On Site Adoption,32216
04/24/2018,08:24 pm,JHS-A-48285,Joan Jett,Cat,Domestic Shorthair,Mix,2,,Female,No,Yes,Stray,Drop Off,,32216,981020025843030,04/27/2018,06:34 pm,Adoption,On Site Adoption,32216
04/24/2018,08:24 pm,JHS-A-48286,Debbie Harry,Cat,Domestic Shorthair,Mix,2,,Female,No,Yes,Stray,Drop Off,,32216,981020025547666,04/28/2018,12:07 pm,Adoption,On Site Adoption,32216
04/24/2018,07:14 pm,JHS-A-48284,Richard,Cat,Domestic Shorthair,Mix,,,Male,No,Yes,Stray,Drop Off,32246,32207,981020025553239,06/07/2018,05:20 pm,Adoption,On Site Adoption,32207
04/24/2018,06:53 pm,JHS-A-48283,Timber,Cat,Domestic Shorthair,Mix,60,,Female,No,Yes,Stray,Drop Off,32224,32216,981020023806130,05/05/2018,11:44 am,Adoption,On Site Adoption,32216
04/24/2018,05:39 pm,JHS-A-24546,Cheese,Dog,Mixed Breed (Large),Mix,77,,Female,No,Yes,Owner/Guardian Surrender,By Appointment,32250,,982000357676664,05/15/2018,05:21 pm,Adoption,On Site Adoption,32250
04/24/2018,04:45 pm,JHS-A-48281,Chrissy,Cat,Domestic Medium Hair,Mix,,,Female,No,Yes,Stray,Drop Off,32256,32256,981020025611084,06/18/2018,05:32 pm,Adoption,On Site Adoption,32256
04/24/2018,04:45 pm,JHS-A-48282,Cyndi,Cat,Domestic Medium Hair,Mix,,,Female,No,Yes,Stray,Drop Off,32256,32256,981020025841877,06/29/2018,01:47 pm,Adoption,On Site Adoption,32256
04/24/2018,04:45 pm,JHS-A-48279,Janet,Cat,Domestic Medium Hair,Mix,,,Female,To be determined,No,Stray,Drop Off,32256,32256,981020025564447,04/30/2018,10:52 am,Died,Medical Issues,32256
04/24/2018,04:45 pm,JHS-A-48280,Jack,Cat,Domestic Medium Hair,Mix,,,Male,No,Yes,Stray,Drop Off,32256,32256,981020023858733,06/18/2018,05:25 pm,Adoption,On Site Adoption,32256
04/24/2018,04:41 pm,JHS-A-48277,Antoine,Dog,Mixed Breed (Large),Mix,8,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32209,,981020023816860,04/27/2018,03:13 pm,Adoption,On Site Adoption,32209
04/24/2018,04:41 pm,JHS-A-48278,Kasha,Dog,Mixed Breed (Large),Mix,36,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32209,,981020023843582,05/06/2018,02:14 pm,Adoption,On Site Adoption,32209
04/24/2018,04:19 pm,JHS-A-48276,Remy,Cat,Domestic Shorthair,Mix,,,Male,No,Yes,Stray,Drop Off,32277,32277,981020023819924,06/22/2018,04:35 pm,Adoption,On Site Adoption,32277
04/24/2018,03:25 pm,JHS-A-47862,Paxon,Dog,Mixed Breed (Large),Mix,24,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32205,,981020025107099,05/17/2018,04:22 pm,Adoption,On Site Adoption,32205
04/24/2018,02:51 pm,JHS-A-48275,Taylor Swift,Dog,Mixed Breed (Medium),Mix,36,,Female,To be determined,No,Stray,Drop Off,,,,04/24/2018,03:41 pm,Return to Owner/Guardian,By Other (specify in memo),
04/24/2018,02:43 pm,JHS-A-47348,Puppers,Dog,Mixed Breed (Small),Mix,121,,Male,No,Yes,Return,Return,32216,,981020017269315,04/24/2018,06:40 pm,Died,Medical Issues,32216
04/24/2018,02:13 pm,JHS-A-48272,Spring Fuzz,Cat,Domestic Shorthair,Mix,,,Female,No,Yes,Stray,Drop Off,32233,32233,981020025564298,05/25/2018,01:23 pm,Adoption,On Site Adoption,32233
04/24/2018,02:13 pm,JHS-A-48273,Meadow,Cat,Domestic Shorthair,Mix,,,Female,No,Yes,Stray,Drop Off,32233,32233,981020025625425,05/26/2018,11:02 am,Adoption,On Site Adoption,32233
04/24/2018,02:13 pm,JHS-A-48274,Monarch,Cat,Domestic Shorthair,Mix,,,Male,No,Yes,Stray,Drop Off,32233,32233,981020023818135,05/27/2018,02:10 pm,Adoption,PetSmart Beaches,32233
04/24/2018,01:47 pm,JHS-A-48271,Yukki,Dog,Mixed Breed (Medium),Mix,12,,Female,No,Yes,Owner/Guardian Surrender,By Appointment,32207,,985112009267813,05/01/2018,04:49 pm,Adoption,On Site Adoption,32207
04/24/2018,01:07 pm,JHS-A-48270,Douglas,Dog,Mixed Breed (Large),Mix,36,,Male,No,Yes,Stray,Drop Off,32258,32258,981020011664671,04/27/2018,04:02 pm,Return to Owner/Guardian,By Other (specify in memo),32258
04/24/2018,01:01 pm,JHS-A-48269,Dotti,Cat,Domestic Shorthair,Mix,,,Female,No,Yes,Stray,Drop Off,32216,32216,981020023794548,06/06/2018,05:47 pm,Adoption,On Site Adoption,32216
03/08/2018,09:07 pm,JHS-A-6938,Bill,Dog,"Retriever, Golden",Mix,110,,Male,No,Yes,Stray,Drop Off,32218,32246,0A111F480A,03/09/2018,10:42 am,Return to Owner/Guardian,By Other (specify in memo),32246
03/08/2018,08:33 pm,JHS-A-47427,Maddie,Dog,Mixed Breed (Medium),Mix,72,,Female,No,Yes,Stray,Drop Off,32210,32210,985121004744234,03/09/2018,11:06 am,Return to Owner/Guardian,By Other (specify in memo),32210
03/08/2018,08:28 pm,JHS-A-47340,Jeep,Dog,Mixed Breed (Large),Mix,12,,Male,No,Yes,Return,Return,32009,,981020023005426,03/17/2018,04:18 pm,Adoption,On Site Adoption,32009
03/08/2018,07:06 pm,JHS-A-47426,Jolene,Dog,Mixed Breed (Large),Mix,11,,Female,No,Yes,Stray,Drop Off,32218,32218,981020025348212,03/16/2018,01:59 pm,Adoption,On Site Adoption,32218
03/08/2018,05:26 pm,JHS-A-47425,Azul,Cat,Domestic Shorthair,Mix,1,,Male,No,Yes,Stray,Drop Off,32208,32208,981020025388276,04/21/2018,09:48 am,Adoption,PetSmart Regency #299,32208
03/08/2018,04:55 pm,JHS-A-47424,Spok,Dog,Mixed Breed (Small),Mix,72,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32224,,981020007602781,03/12/2018,02:14 pm,Adoption,On Site Adoption,32224
03/08/2018,04:30 pm,JHS-A-47423,Glinda,Dog,Mixed Breed (Small),Mix,96,,Female,No,Yes,Stray,Drop Off,32206,32206,981020025313494,03/09/2018,04:31 pm,Return to Owner/Guardian,By Other (specify in memo),32206
03/08/2018,03:15 pm,JHS-A-44920,Diamond,Dog,Mixed Breed (Small),Mix,113,,Female,No,Yes,Stray,Drop Off,32205,32205,0A104E772C,03/17/2018,01:07 pm,Adoption,On Site Adoption,32205
03/08/2018,12:30 pm,JHS-A-47422,Princess,Cat,Domestic Shorthair,Mix,48,,Female,No,Yes,Owner/Guardian Surrender,By Appointment,32226,,981020025364753,03/12/2018,06:01 pm,Adoption,PetSmart Town Center #297,32226
02/26/2018,09:16 pm,JHS-A-47303,Rosa,Dog,Mixed Breed (Large),Mix,83,,Female,No,Yes,Stray,Drop Off,32234,32234,981020021348118,03/10/2018,02:35 pm,Adoption,On Site Adoption,32234
02/26/2018,08:59 pm,JHS-A-47302,Lamb Chop,Dog,Mixed Breed (Large),Mix,48,,Male,To be determined,No,Stray,Drop Off,32207,32207,981020025111754,02/27/2018,02:47 pm,Return to Owner/Guardian,By Other (specify in memo),32207
02/26/2018,07:53 pm,JHS-A-47141,Molly,Dog,Mixed Breed (Medium),Mix,36,,Female,No,Yes,Return,Return,32246,,981020025072890,03/09/2018,01:04 pm,Adoption,On Site Adoption,32246
02/26/2018,06:51 pm,JHS-A-47299,Frank,Cat,Domestic Shorthair,Mix,,,Male,No,Yes,Stray,Drop Off,32208,32208,981020025428639,04/26/2018,03:39 pm,Adoption,PetSmart Southside #300,32208
02/26/2018,06:51 pm,JHS-A-47300,Gale,Cat,Domestic Shorthair,Mix,,,Female,No,Yes,Stray,Drop Off,32208,32208,981020025336795,04/26/2018,03:45 pm,Adoption,PetSmart Southside #300,32208
02/26/2018,06:51 pm,JHS-A-47298,Glinda,Cat,Domestic Shorthair,Mix,,,Female,No,Yes,Stray,Drop Off,32208,32208,981020025374588,04/25/2018,03:43 pm,Adoption,PetSmart Southside #300,32208
02/26/2018,06:51 pm,JHS-A-47297,Dorothy,Cat,Domestic Shorthair,Mix,,,Female,No,Yes,Stray,Drop Off,32208,32208,981020025368042,04/25/2018,01:30 pm,Adoption,On Site Adoption,32208
02/26/2018,06:51 pm,JHS-A-47301,Dolly,Cat,Domestic Shorthair,Mix,24,,Female,No,Yes,Stray,Drop Off,32208,32208,981020025024559,05/14/2018,07:04 pm,Adoption,On Site Adoption,32208
02/26/2018,06:25 pm,JHS-A-47296,Conner,Cat,Domestic Shorthair,Mix,36,,Male,To be determined,No,Stray,Drop Off,32233,32233,985112009324622,02/27/2018,09:33 am,Return to Owner/Guardian,By Other (specify in memo),32233
02/26/2018,05:34 pm,JHS-A-47293,Sophie,Cat,Domestic Shorthair,Mix,4,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32211,,981020025023562,03/15/2018,04:23 pm,Adoption,On Site Adoption,32211
02/26/2018,05:34 pm,JHS-A-47294,Oreo,Cat,Domestic Shorthair,Mix,4,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32211,,981020025332932,03/23/2018,04:13 pm,Adoption,On Site Adoption,32211
02/26/2018,05:34 pm,JHS-A-47295,Dali,Cat,Domestic Shorthair,Mix,6,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32211,,981020025070729,03/23/2018,05:53 pm,Adoption,On Site Adoption,32211
02/26/2018,04:06 pm,JHS-A-47288,Lightning,Cat,Domestic Shorthair,Mix,,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32233,,981020025337556,04/23/2018,03:34 pm,Adoption,On Site Adoption,32233
02/26/2018,04:06 pm,JHS-A-47291,Thunder,Cat,Domestic Shorthair,Mix,,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32233,,981020025328012,04/23/2018,05:24 pm,Adoption,On Site Adoption,32233
02/26/2018,04:06 pm,JHS-A-47290,Foggy,Cat,Domestic Shorthair,Mix,,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32233,,981020025347885,04/23/2018,05:22 pm,Adoption,On Site Adoption,32233
02/26/2018,04:06 pm,JHS-A-47289,Rain,Cat,Domestic Shorthair,Mix,,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32233,,981020025344168,04/23/2018,04:02 pm,Adoption,On Site Adoption,32233
02/26/2018,04:06 pm,JHS-A-47292,Storm,Cat,Domestic Shorthair,Mix,24,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32233,,981020023032684,05/02/2018,11:36 am,Died,Medical Issues,32233
02/26/2018,02:24 pm,JHS-A-47287,Jerome,Cat,Domestic Shorthair,Mix,12,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32211,,981020017742219,03/18/2018,03:43 pm,Adoption,On Site Adoption,32211
02/26/2018,02:24 pm,JHS-A-47286,Hidey,Cat,Domestic Shorthair,Mix,12,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32211,,981020017767241,03/15/2018,12:35 pm,Adoption,On Site Adoption,32211
02/26/2018,02:05 pm,JHS-A-29086,Bennie,Dog,"Retriever, Labrador",Mix,65,,Male,No,Yes,Stray,Drop Off,32216,32216,981020011678866,02/26/2018,03:11 pm,Return to Owner/Guardian,By Other (specify in memo),32216
02/26/2018,01:00 pm,JHS-A-47284,Sophia,Cat,Domestic Longhair,Mix,48,,Female,No,Yes,Transfer In,Transfer,,,981020025463996,02/26/2018,01:05 pm,Adoption,On Site Adoption,
02/26/2018,01:00 pm,JHS-A-47285,Tom,Cat,Domestic Shorthair,Mix,36,,Male,No,Yes,Transfer In,Transfer,,,981020025074444,03/17/2018,04:23 pm,Adoption,On Site Adoption,
02/26/2018,12:02 pm,JHS-A-47283,Oscar,Dog,Mixed Breed (Small),Mix,36,,Male,No,Yes,Stray,Drop Off,32216,32216,981020025454285,03/05/2018,03:22 pm,Adoption,On Site Adoption,32216
03/27/2018,09:40 pm,JHS-A-47721,Rasta,Dog,Mixed Breed (Large),Mix,49,Large (60-99),Male,No,Yes,Stray,Drop Off,32224,32224,981020025450431,03/27/2018,07:03 pm,Return to Owner/Guardian,By Other (specify in memo),32224
03/27/2018,09:22 pm,JHS-A-47720,Stacy,Cat,Domestic Shorthair,Mix,24,,Female,No,Yes,Stray,Drop Off,32210,32210,981020025352488,04/07/2018,11:30 am,Adoption,On Site Adoption,32210
03/27/2018,08:46 pm,JHS-A-47719,Thelma,Dog,Mixed Breed (Large),Mix,48,,Female,No,Yes,Stray,Drop Off,32210,32210,,03/28/2018,02:10 pm,Return to Owner/Guardian,By Other (specify in memo),32210
03/27/2018,08:39 pm,JHS-A-47717,Sesame,Cat,Domestic Shorthair,Mix,60,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32254,,981020025335641,04/08/2018,11:24 am,Adoption,On Site Adoption,32254
03/27/2018,08:39 pm,JHS-A-47718,Buckwheat,Cat,Domestic Shorthair,Mix,120,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32254,,981020025314645,05/25/2018,03:02 pm,Adoption,On Site Adoption,32254
03/27/2018,08:05 pm,JHS-A-47716,Nalla,Cat,Domestic Shorthair,Mix,24,,Female,No,Yes,Owner/Guardian Surrender,By Appointment,32225,,981020025324230,04/28/2018,02:50 pm,feral/wildlife,Returned to Field,32225
03/27/2018,07:58 pm,JHS-A-47715,Boobadooes,Dog,Mixed Breed (Large),Mix,47,Medium (20-59),Male,No,Yes,Stray,Drop Off,32209,32209,981020017263032,04/02/2018,02:06 pm,Adoption,On Site Adoption,32209
03/27/2018,07:40 pm,JHS-A-47714,Macy,Dog,Mixed Breed (Medium),Mix,1,,Female,No,Yes,Stray,Drop Off,32040,32040,981020025341256,04/26/2018,06:03 pm,Adoption,On Site Adoption,32040
03/27/2018,07:40 pm,JHS-A-47713,Finn,Dog,Mixed Breed (Medium),Mix,1,,Male,No,Yes,Stray,Drop Off,32040,32040,981020025342239,04/26/2018,03:49 pm,Adoption,On Site Adoption,32040
03/27/2018,05:16 pm,JHS-A-47711,Lucenda,Cat,Domestic Shorthair,Mix,,,Female,No,Yes,Stray,Drop Off,32258,32258,981020025591427,05/19/2018,10:05 am,Adoption,PetSmart Southside #300,32258
03/27/2018,05:16 pm,JHS-A-47709,Gabrielle,Cat,Domestic Shorthair,Mix,,,Female,No,Yes,Stray,Drop Off,32258,32258,981020023838240,05/15/2018,05:13 pm,Adoption,On Site Adoption,32258
03/27/2018,05:16 pm,JHS-A-47708,Michael,Cat,Domestic Shorthair,Mix,,,Male,No,Yes,Stray,Drop Off,32258,32258,981020025560612,05/15/2018,05:02 pm,Adoption,On Site Adoption,32258
03/27/2018,05:16 pm,JHS-A-47710,Peter,Cat,Domestic Shorthair,Mix,,,Male,No,Yes,Stray,Drop Off,32258,32258,981020025610773,05/16/2018,01:06 pm,Adoption,On Site Adoption,32258
03/27/2018,05:16 pm,JHS-A-47712,Francis,Cat,Domestic Medium Hair,Mix,,,Male,No,Yes,Stray,Drop Off,32258,32258,981020025559683,05/19/2018,10:10 am,Adoption,PetSmart Southside #300,32258
03/27/2018,03:12 pm,JHS-A-47707,Mr. Meowski,Cat,Domestic Shorthair,Mix,60,,Male,No,Yes,Owner/Guardian Surrender,By Appointment,32217,,981020025352993,04/03/2018,05:48 pm,Adoption,On Site Adoption,32217
03/27/2018,02:14 pm,JHS-A-47706,Penelope,Cat,Domestic Shorthair,Mix,36,,Female,No,Yes,Owner/Guardian Surrender,By Appointment,32257,,981020025339367,04/02/2018,03:44 pm,Adoption,PetSmart Town Center #297,32257
03/27/2018,01:43 pm,JHS-A-47705,Amber,Cat,Domestic Shorthair,Mix,36,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32244,,985113000333031,03/30/2018,01:02 pm,Adoption,On Site Adoption,32244
03/27/2018,01:14 pm,JHS-A-47704,Mio,Dog,Mixed Breed (Small),Mix,12,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32244,,981020023017814,05/07/2018,12:17 pm,Adoption,On Site Adoption,32244
03/27/2018,01:11 pm,JHS-A-47703,Rosie,Dog,Mixed Breed (Large),Mix,84,,Female,No,Yes,Owner/Guardian Surrender,By Appointment,32225,,0A12623D3E,05/29/2018,12:28 pm,Adoption,On Site Adoption,32225
01/14/2018,07:32 pm,JHS-A-46712,Abyssinia,Dog,Mixed Breed (Large),Mix,12,,Female,No,Yes,Stray,Drop Off,32221,32221,981020015787561,01/22/2018,09:33 pm,Adoption,On Site Adoption,32221
01/14/2018,06:42 pm,JHS-A-46711,Lacy,Dog,Mixed Breed (Large),Mix,24,,Female,To be determined,No,Stray,Drop Off,32225,32225,841283309,01/14/2018,07:46 pm,Return to Owner/Guardian,By Other (specify in memo),32225
01/14/2018,06:42 pm,JHS-A-46710,Bella,Dog,"Retriever, Labrador",Mix,47,,Female,No,Yes,Stray,Drop Off,32225,32225,982000362787245,01/14/2018,07:46 pm,Return to Owner/Guardian,By Other (specify in memo),32225
01/14/2018,06:26 pm,JHS-A-46050,Asia,Dog,Mixed Breed (Large),Mix,49,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32211,,981020013116886,01/29/2018,04:40 pm,Adoption,On Site Adoption,32211
