Intake Date,Intake Time,Animal ID,Name,Species,Primary Breed,Secondary Breed,Age (Months),Size Group,Sex,Altered in Care,Altered before arrival,Intake Type,Intake Sub-Type,Intake From (Zip Code),Address Found (Zip Code),Microchip Number,Outcome Date,Outcome Time,Outcome Type,Outcome Sub-type,Zip Code
01/01/2018,07:40 pm,JHS-A-46525,Denver,Dog,Mixed Breed (Large),Mix,24,,Male,No,Yes,Stray,Drop Off,32277,32277,981020025430070,01/15/2018,04:02 pm,Adoption,On Site Adoption,32277
01/01/2018,04:28 pm,JHS-A-46524,Cello,Dog,Mixed Breed (Small),Mix,96,,Female,No,Yes,Stray,Drop Off,32216,32216,981020025455297,01/23/2018,08:05 pm,Adoption,On Site Adoption,32216
01/01/2018,04:01 pm,JHS-A-46523,Earl,Dog,Mixed Breed (Small),Mix,96,,Male,No,Yes,Stray,Drop Off,32246,32246,981020025426511,01/02/2018,07:02 pm,Return to Owner/Guardian,By Other (specify in memo),32246
01/01/2018,12:04 pm,JHS-A-46522,Delilah,Dog,Mixed Breed (Large),Mix,60,,Female,No,Yes,Stray,Drop Off,32226,32226,982000357762819,01/01/2018,02:49 pm,Return to Owner/Guardian,By Other (specify in memo),32226
01/04/2018,09:32 pm,JHS-A-46577,Riku,Dog,Mixed Breed (Large),Mix,60,,Male,No,Yes,Transfer In,Transfer,-,,981020025031163,01/05/2018,03:28 pm,Adoption,On Site Adoption,
01/04/2018,09:18 pm,JHS-A-46576,Charlee,Cat,Domestic Shorthair,Mix,2,,Female,No,Yes,Transfer In,Transfer,-,,981020025330176,01/26/2018,07:12 pm,Adoption,On Site Adoption,
01/04/2018,08:38 pm,JHS-A-46575,Lizzy,Cat,Domestic Shorthair,Mix,24,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,,,981020023010785,01/31/2018,05:45 pm,Adoption,PetSmart Southside #300,
01/04/2018,07:30 pm,JHS-A-46574,Snowball,Cat,Domestic Shorthair,Mix,35,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32254,,981020025441741,03/12/2018,04:45 pm,Adoption,On Site Adoption,32254
01/04/2018,06:27 pm,JHS-A-46572,Saratops,Cat,Domestic Shorthair,Mix,,,Female,No,Yes,Stray,Drop Off,32277,32277,981020023389113,02/27/2018,01:03 pm,Adoption,On Site Adoption,32277
01/04/2018,06:27 pm,JHS-A-46571,Lucky,Cat,Domestic Shorthair,Mix,,,Male,No,Yes,Stray,Drop Off,32277,32277,981020023385736,02/27/2018,12:20 pm,Adoption,On Site Adoption,32277
01/04/2018,06:27 pm,JHS-A-46573,Raptor,Cat,Domestic Shorthair,Mix,,,Male,No,Yes,Stray,Drop Off,32277,32277,981020025456903,02/27/2018,04:54 pm,Adoption,On Site Adoption,32277
01/04/2018,06:16 pm,JHS-A-46570,Dan,Cat,Domestic Shorthair,Mix,60,,Male,No,Yes,Stray,Drop Off,32216,32216,981020023384744,02/18/2018,04:17 pm,Adoption,On Site Adoption,32216
01/04/2018,04:10 pm,JHS-A-46569,Fawn,Dog,Mixed Breed (Large),Mix,3,,Female,No,Yes,Stray,Drop Off,32250,32250,981020025450573,01/08/2018,03:22 pm,Adoption,On Site Adoption,32250
01/04/2018,03:48 pm,JHS-A-46568,Viking,Dog,Mixed Breed (Large),Mix,6,,Male,No,Yes,Stray,Drop Off,32259,32259,981020025428058,01/11/2018,05:46 pm,Adoption,On Site Adoption,32259
01/04/2018,02:28 pm,JHS-A-46567,Darling,Cat,Domestic Shorthair,Mix,23,,Female,No,Yes,Stray,Drop Off,32211,32211,981020023390868,01/16/2018,06:50 pm,Adoption,On Site Adoption,32211
01/04/2018,02:13 pm,JHS-A-46566,Simon,Cat,Domestic Shorthair,Mix,180,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32224,,981020023078151,01/10/2018,04:11 pm,Adoption,On Site Adoption,32224
01/04/2018,01:57 pm,JHS-A-46253,Mr. Cool,Cat,Domestic Shorthair,Mix,4,,Male,No,Yes,Return,Return,32256,,981020025075357,01/16/2018,06:18 pm,Adoption,On Site Adoption,32256
01/02/2018,09:38 pm,JHS-A-46539,Mrs. Doubtfire,Dog,Mixed Breed (Small),Mix,96,,Female,No,Yes,Stray,Drop Off,,32216,,01/05/2018,05:20 pm,Return to Owner/Guardian,By Other (specify in memo),32216
01/02/2018,09:28 pm,JHS-A-46538,Socks,Cat,Domestic Longhair,Mix,12,,Female,No,Yes,Stray,Drop Off,32216,32216,981020023344953,01/25/2018,05:09 pm,Adoption,On Site Adoption,32216
01/02/2018,09:15 pm,JHS-A-34797,Lacey,Cat,Domestic Shorthair,Mix,29,,Female,No,Yes,Owner/Guardian Surrender,By Appointment,32256,,981020017040774,01/06/2018,11:18 am,Adoption,On Site Adoption,32256
01/02/2018,08:52 pm,JHS-A-33771,Ringo,Dog,Mixed Breed (Large),Mix,32,Large (60-99),Male,No,Yes,Return,Return,32096,,981020015281863,01/16/2018,03:50 pm,Adoption,On Site Adoption,32096
01/02/2018,08:05 pm,JHS-A-46537,Bi Bi,Dog,Mixed Breed (Small),Mix,96,,Female,No,Yes,Stray,Drop Off,,32216,48324D2A47,01/09/2018,12:39 pm,Adoption,On Site Adoption,32216
01/02/2018,06:42 pm,JHS-A-46536,Bubbles,Cat,Domestic Shorthair,Mix,1,,Female,To be determined,No,Stray,Drop Off,32140,32140,981020025437421,01/20/2018,11:34 am,Adoption,On Site Adoption,32140
01/02/2018,05:53 pm,JHS-A-40285,Mopsy,Cat,Domestic Shorthair,Mix,15,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32225,,981020019286018,01/12/2018,06:48 pm,Adoption,On Site Adoption,32225
01/02/2018,05:53 pm,JHS-A-40284,Flopsy,Cat,Domestic Shorthair,Mix,15,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32225,,981020019269685,01/27/2018,04:31 pm,Adoption,On Site Adoption,32225
01/02/2018,05:18 pm,JHS-A-46535,Charley,Cat,Domestic Shorthair,Mix,11,,Female,No,Yes,Stray,Drop Off,,32216,981020025432178,02/10/2018,06:04 pm,Adoption,PetSmart Southside #300,32216
01/02/2018,03:46 pm,JHS-A-46534,Sunny,Dog,Mixed Breed (Large),Mix,24,,Male,No,Yes,Transfer In,Transfer,32081,,985112004977361,01/14/2018,03:19 pm,Adoption,On Site Adoption,32081
01/02/2018,03:46 pm,JHS-A-46532,Sam,Dog,Mixed Breed (Large),Mix,24,,Male,No,Yes,Transfer In,Transfer,32081,,932001000556760,01/02/2018,05:09 pm,Adoption,On Site Adoption,32081
01/02/2018,03:46 pm,JHS-A-46533,Greta,Dog,Mixed Breed (Large),Mix,24,,Female,No,Yes,Transfer In,Transfer,32081,,932001000556743,01/11/2018,06:14 pm,Adoption,On Site Adoption,32081
01/02/2018,03:44 pm,JHS-A-46531,Birdie,Cat,Domestic Shorthair,Mix,2,,Female,No,Yes,Stray,Drop Off,32227,32227,981020025434844,01/06/2018,01:29 pm,Adoption,On Site Adoption,32227
01/02/2018,02:10 pm,JHS-A-46530,Constable,Dog,Mixed Breed (Medium),Mix,5,,Male,No,Yes,Stray,Drop Off,32216,32216,981020023379055,01/08/2018,03:36 pm,Adoption,On Site Adoption,32216
01/02/2018,01:57 pm,JHS-A-46529,Jennie,Cat,Domestic Shorthair,Mix,11,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32218,,981020025441834,01/14/2018,02:34 pm,Adoption,On Site Adoption,32218
01/02/2018,01:57 pm,JHS-A-46528,Salem,Cat,Domestic Shorthair,Mix,36,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32218,,981020023352375,01/10/2018,03:42 pm,Adoption,On Site Adoption,32218
01/02/2018,01:43 pm,JHS-A-46527,Bear,Dog,Mixed Breed (Large),Mix,10,,Male,No,Yes,Owner/Guardian Surrender,By Appointment,32210,,981020025446655,01/09/2018,01:21 pm,Adoption,On Site Adoption,32210
01/02/2018,01:33 pm,JHS-A-46526,Jackson,Dog,Mixed Breed (Large),Mix,10,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32210,,981020023364267,01/14/2018,01:43 pm,Adoption,On Site Adoption,32210
01/08/2018,08:17 pm,JHS-A-46628,Puddin,Cat,Domestic Shorthair,Mix,3,,Male,No,Yes,Stray,Drop Off,32246,32246,981020021670200,03/22/2018,04:21 pm,Adoption,On Site Adoption,32246
01/08/2018,07:21 pm,JHS-A-46627,J.B. Cole,Dog,Mixed Breed (Large),Mix,36,,Male,No,Yes,Stray,Abandoned,,32216,981020025336125,01/13/2018,08:13 pm,Return to Owner/Guardian,By Other (specify in memo),32216
01/08/2018,07:09 pm,JHS-A-46626,Betty Boop,Dog,Mixed Breed (Large),Mix,11,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32221,,981020023028164,01/28/2018,06:12 pm,Adoption,On Site Adoption,32221
01/08/2018,06:40 pm,JHS-A-46625,Gummy Bear,Dog,Mixed Breed (Medium),Mix,9,,Male,No,Yes,Transfer In,Medical Transfer,-,,981020023007180,01/16/2018,07:56 pm,Adoption,On Site Adoption,
01/08/2018,06:26 pm,JHS-A-45806,Professor Fluffernutter,Cat,Domestic Longhair,Mix,73,,Male,No,Yes,Return,Return,32227,,981020023006160,01/17/2018,08:05 pm,Adoption,On Site Adoption,32227
01/08/2018,06:25 pm,JHS-A-46423,Maggie,Dog,Mixed Breed (Large),Mix,24,Large (60-99),Female,No,Yes,Return,Return,32217,,981020025330660,01/08/2018,07:58 pm,Adoption,On Site Adoption,32217
01/08/2018,04:36 pm,JHS-A-46177,Rascal,Dog,Mixed Breed (Small),Mix,97,,Female,No,Yes,Return,Return,32216,,981020021712251,01/28/2018,01:20 pm,Adoption,On Site Adoption,32216
01/08/2018,02:13 pm,JHS-A-30889,Reginald,Dog,Mixed Breed (Small),Mix,118,,Male,No,Yes,Stray,Drop Off,32209,32209,034097011,01/14/2018,01:38 pm,Adoption,On Site Adoption,32209
01/08/2018,01:43 pm,JHS-A-46624,Hiker,Dog,Mixed Breed (Large),Mix,24,,Male,To be determined,No,Stray,Drop Off,32246,32246,,01/10/2018,04:50 pm,Transfer Out,Transfer,32246
01/08/2018,01:00 pm,JHS-A-46623,Caroline,Dog,Mixed Breed (Large),Mix,4,,Female,To be determined,No,Stray,Drop Off,32277,32277,,01/09/2018,04:49 pm,Transfer Out,Transfer,32277
01/09/2018,05:28 pm,JHS-A-46631,Queen,Dog,Mixed Breed (Large),Mix,36,,Female,No,Yes,Owner/Guardian Surrender,By Appointment,32205,,981020025339444,01/29/2018,08:21 am,Euthanasia,Medical Issues,32205
01/09/2018,04:48 pm,JHS-A-46630,Thomas,Dog,Mixed Breed (Large),Mix,120,,Male,No,Yes,Stray,Drop Off,32256,32256,981020025328669,01/24/2018,04:20 pm,Euthanasia,Medical Issues,32256
01/09/2018,04:23 pm,JHS-A-46629,Rooster,Dog,Mixed Breed (Large),Mix,36,,Male,No,Yes,Stray,Drop Off,32244,32244,981020021284180,01/31/2018,05:07 pm,Euthanasia,Behavior Issues,32244
01/09/2018,03:01 pm,JHS-A-23633,Ice Cream,Cat,Domestic Shorthair,Mix,54,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32224,,982000357724380,01/12/2018,05:56 pm,Adoption,On Site Adoption,32224
01/05/2018,09:04 pm,JHS-A-46600,Hercules,Dog,Mixed Breed (Large),Mix,36,,Male,No,Yes,Stray,Drop Off,32239,32239,981020025445876,01/12/2018,05:27 pm,Adoption,On Site Adoption,32239
01/05/2018,09:01 pm,JHS-A-46599,Woodruff,Dog,Mixed Breed (Small),Mix,48,,Male,No,Yes,Stray,Drop Off,32205,32205,981020023319315,01/11/2018,12:30 pm,Adoption,On Site Adoption,32205
01/05/2018,08:36 pm,JHS-A-46598,Marty,Dog,Mixed Breed (Medium),Mix,36,,Male,No,Yes,Stray,Drop Off,32205,32205,981020011458282,01/06/2018,12:44 pm,Return to Owner/Guardian,By Other (specify in memo),32205
01/05/2018,08:25 pm,JHS-A-42092,Broccoli,Cat,Domestic Shorthair,Mix,8,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32256,,981020021580984,01/25/2018,06:00 pm,Adoption,On Site Adoption,32256
01/05/2018,07:51 pm,JHS-A-46483,Chase,Dog,Mixed Breed (Medium),Mix,12,,Male,No,Yes,Return,Return,32218,,981020013580160,01/05/2018,06:41 pm,Adoption,On Site Adoption,32218
01/05/2018,07:32 pm,JHS-A-46597,Arizona,Dog,Mixed Breed (Small),Mix,143,,Female,No,Yes,Stray,Drop Off,,32216,981020023372849,01/20/2018,12:35 pm,Adoption,On Site Adoption,32216
01/05/2018,07:00 pm,JHS-A-46596,Pho,Cat,Domestic Longhair,Mix,95,,Male,No,Yes,Stray,Drop Off,32218,32218,981020025444536,01/12/2018,05:20 pm,Adoption,On Site Adoption,32218
01/05/2018,07:00 pm,JHS-A-46595,Noodles,Cat,Domestic Longhair,Mix,59,,Male,No,Yes,Stray,Drop Off,32218,32218,981020025438948,01/09/2018,06:19 pm,Adoption,On Site Adoption,32218
01/05/2018,06:56 pm,JHS-A-46594,Faye,Cat,Domestic Shorthair,Mix,12,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32257,,981020023058031,01/13/2018,11:03 am,Adoption,On Site Adoption,32257
01/05/2018,05:25 pm,JHS-A-46592,Angel,Cat,Domestic Shorthair,Mix,144,,Female,No,Yes,Owner/Guardian Surrender,By Appointment,32211,,981020023367743,01/24/2018,07:08 pm,Adoption,On Site Adoption,32211
01/05/2018,05:25 pm,JHS-A-46593,Fast Cat,Cat,Domestic Shorthair,Mix,143,,Female,No,Yes,Owner/Guardian Surrender,By Appointment,32211,,981020025427129,02/08/2018,06:37 pm,Adoption,On Site Adoption,32211
01/05/2018,04:18 pm,JHS-A-46591,Grey,Dog,Mixed Breed (Large),Mix,60,,Male,No,Yes,Stray,Drop Off,,,981020025437230,02/07/2018,02:27 pm,Adoption,On Site Adoption,
01/05/2018,03:25 pm,JHS-A-46590,Leslie,Dog,Mixed Breed (Small),Mix,120,,Female,No,Yes,Stray,Drop Off,32082,32082,981020025449709,01/14/2018,02:32 pm,Adoption,On Site Adoption,32082
01/05/2018,02:53 pm,JHS-A-46589,Gypsy Girl,Dog,Mixed Breed (Large),Mix,36,,Female,No,Yes,Stray,Drop Off,32256,32256,981020011694458,01/15/2018,06:28 pm,Adoption,On Site Adoption,32256
01/05/2018,02:38 pm,JHS-A-46588,Copper,Dog,Mixed Breed (Large),Mix,84,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32068,,0A13425A24,02/03/2018,11:06 am,Adoption,On Site Adoption,32068
01/05/2018,02:25 pm,JHS-A-46587,Suzie Q,Dog,Mixed Breed (Large),Mix,24,,Female,No,Yes,Stray,Drop Off,32225,32225,981020025426615,01/19/2018,12:53 pm,Adoption,On Site Adoption,32225
01/05/2018,02:04 pm,JHS-A-46586,Giovanni,Dog,Mixed Breed (Large),Mix,96,,Male,No,Yes,Stray,Drop Off,32082,32082,,01/08/2018,03:53 pm,Return to Owner/Guardian,By Other (specify in memo),32082
01/05/2018,01:48 pm,JHS-A-46585,Linus,Cat,Domestic Longhair,Mix,2,,Male,No,Yes,Stray,Drop Off,32207,32207,981020025427253,01/08/2018,05:29 pm,Adoption,On Site Adoption,32207
01/05/2018,01:24 pm,JHS-A-43793,Baby Spice,Dog,Mixed Breed (Large),Mix,7,,Female,No,Yes,Transfer In,Transfer,-,,981020025121461,01/08/2018,03:08 pm,Adoption,On Site Adoption,
01/05/2018,01:00 pm,JHS-A-46584,Breezy,Dog,Mixed Breed (Large),Mix,48,,Female,No,Yes,Transfer In,Transfer,-,,981020021218247,01/06/2018,11:31 am,Adoption,Petco San Jose,
01/05/2018,12:50 pm,JHS-A-46583,Donnie,Dog,Mixed Breed (Large),Mix,60,,Male,No,Yes,Transfer In,Transfer,-,,981020021363733,02/06/2018,11:35 am,Adoption,On Site Adoption,
01/05/2018,12:42 pm,JHS-A-46582,Robin,Dog,Mixed Breed (Small),Mix,24,,Female,No,Yes,Transfer In,Transfer,-,,981020021642110,01/13/2018,01:55 pm,Adoption,On Site Adoption,
01/05/2018,12:39 pm,JHS-A-46581,Lia,Cat,Domestic Shorthair,Mix,6,,Female,No,Yes,Transfer In,Transfer,-,,981020023316783,01/09/2018,07:38 pm,Adoption,On Site Adoption,
01/05/2018,12:34 pm,JHS-A-46580,Brewer,Dog,Mixed Breed (Large),Mix,24,,Male,No,Yes,Transfer In,Transfer,-,,981020021222523,01/28/2018,10:51 am,Adoption,On Site Adoption,
01/05/2018,12:27 pm,JHS-A-46579,Imogene,Dog,Mixed Breed (Medium),Mix,36,,Female,No,Yes,Transfer In,Transfer,-,,981020021304246,01/05/2018,01:03 pm,Adoption,On Site Adoption,
01/05/2018,12:20 pm,JHS-A-46578,Sugar,Dog,Mixed Breed (Large),Mix,36,,Female,No,Yes,Transfer In,Transfer,-,,981020021197971,01/17/2018,12:17 pm,Adoption,On Site Adoption,
01/06/2018,07:38 pm,JHS-A-46613,Sparky,Cat,Domestic Medium Hair,Mix,1,,Male,No,Yes,Stray,Drop Off,32256,32256,981020023377674,02/01/2018,06:39 pm,Adoption,On Site Adoption,32256
01/06/2018,07:29 pm,JHS-A-46612,Ziva,Cat,Domestic Shorthair,Mix,24,,Female,No,Yes,Stray,Drop Off,32224,32224,981020017733512,01/06/2018,05:01 pm,Return to Owner/Guardian,By Other (specify in memo),32224
01/06/2018,07:06 pm,JHS-A-46611,Chloe,Dog,Mixed Breed (Large),Mix,60,,Female,No,Yes,Owner/Guardian Surrender,By Appointment,32254,,017556358,01/10/2018,04:10 pm,Adoption,On Site Adoption,32254
01/06/2018,06:00 pm,JHS-A-46300,Eggnog,Cat,Domestic Shorthair,Mix,3,,Male,No,Yes,Return,Return,32221,,981020021729725,01/09/2018,02:22 pm,Adoption,On Site Adoption,32221
01/06/2018,05:17 pm,JHS-A-46610,Wallace,Dog,Mixed Breed (Large),Mix,17,,Male,No,Yes,Owner/Guardian Surrender,By Appointment,32246,,990000000671741,01/12/2018,02:01 pm,Adoption,On Site Adoption,32246
01/06/2018,04:51 pm,JHS-A-46609,Gemma,Dog,Mixed Breed (Large),Mix,84,,Female,To be determined,No,Stray,Drop Off,32216,32216,,01/07/2018,10:41 am,Return to Owner/Guardian,By Other (specify in memo),32216
01/06/2018,04:45 pm,JHS-A-46608,Judy,Cat,Domestic Shorthair,Mix,5,,Female,No,Yes,Stray,Drop Off,32233,32233,981020025060696,02/11/2018,10:44 am,Adoption,On Site Adoption,32233
01/06/2018,04:22 pm,JHS-A-46607,Vern,Cat,Domestic Shorthair,Mix,12,,Male,No,Yes,Owner/Guardian Surrender,By Appointment,32145,,981020023383889,04/07/2018,12:22 pm,Adoption,On Site Adoption,32145
01/06/2018,04:22 pm,JHS-A-46606,Nadia,Cat,Domestic Shorthair,Mix,12,,Female,No,Yes,Owner/Guardian Surrender,By Appointment,32145,,981020023368571,01/20/2018,05:17 pm,Adoption,PetSmart Southside #300,32145
01/06/2018,03:27 pm,JHS-A-46605,Tippy,Cat,Domestic Medium Hair,Mix,9,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32211,,981020025443335,01/12/2018,01:06 pm,Adoption,On Site Adoption,32211
01/06/2018,03:27 pm,JHS-A-46604,Figerio,Cat,Domestic Medium Hair,Mix,9,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32211,,981020023380612,01/11/2018,03:50 pm,Adoption,On Site Adoption,32211
01/06/2018,03:16 pm,JHS-A-46603,Mindy,Cat,Domestic Shorthair,Mix,60,,Female,No,Yes,Stray,Drop Off,32246,32246,003261581,02/06/2018,07:13 pm,Adoption,On Site Adoption,32246
01/06/2018,03:03 pm,JHS-A-36683,Cinco,Cat,Domestic Shorthair,Mix,23,,Male,No,Yes,Stray,Drop Off,32211,32211,981020013578374,01/28/2018,11:45 am,Adoption,On Site Adoption,32211
01/06/2018,02:33 pm,JHS-A-46602,Peggy Sue,Dog,Mixed Breed (Small),Mix,119,,Female,No,Yes,Stray,Drop Off,32250,32250,981020023122174,01/13/2018,05:24 pm,Adoption,On Site Adoption,32250
01/06/2018,02:29 pm,JHS-A-46601,Codie,Dog,Mixed Breed (Small),Mix,12,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32207,,981020025425518,01/10/2018,12:54 pm,Adoption,On Site Adoption,32207
01/06/2018,01:22 pm,JHS-A-45882,Roosevelt,Cat,Domestic Shorthair,Mix,37,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32221,,981020021717598,01/21/2018,02:01 pm,Adoption,On Site Adoption,32221
01/11/2018,08:11 pm,JHS-A-46666,Curly Sue,Dog,Mixed Breed (Large),Mix,1,,Female,No,Yes,Stray,Drop Off,32224,32224,981020025339825,01/15/2018,07:15 pm,Adoption,On Site Adoption,32224
01/11/2018,06:32 pm,JHS-A-35993,Trey,Dog,Pekingese,Mix,178,,Male,No,Yes,Stray,Drop Off,32224,32224,981020017018326,01/11/2018,07:59 pm,Return to Owner/Guardian,By Other (specify in memo),32224
01/11/2018,06:09 pm,JHS-A-46664,Dahlia,Dog,Mixed Breed (Medium),Mix,72,,Female,No,Yes,Transfer In,Transfer,-,,071357853,01/12/2018,07:21 pm,Adoption,On Site Adoption,
01/11/2018,06:09 pm,JHS-A-46665,Charlie,Dog,Mixed Breed (Large),Mix,12,,Male,No,Yes,Transfer In,Transfer,-,,982000409833783,01/20/2018,04:08 pm,Adoption,On Site Adoption,
01/11/2018,05:15 pm,JHS-A-46663,Lucy,Dog,Mixed Breed (Large),Mix,60,,Female,No,Yes,Stray,Drop Off,32257,32257,981020025345619,03/17/2018,07:46 pm,Adoption,On Site Adoption,32257
01/11/2018,04:33 pm,JHS-A-46662,Pepper,Cat,Domestic Shorthair,Mix,60,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,,,981020025076836,02/24/2018,05:34 pm,Adoption,On Site Adoption,
01/11/2018,04:01 pm,JHS-A-46661,Fiona,Cat,Domestic Shorthair,Mix,24,,Female,No,Yes,Stray,Drop Off,32210,32210,981020025316658,02/09/2018,06:08 pm,Adoption,On Site Adoption,32210
01/11/2018,02:46 pm,JHS-A-46660,Maddie,Dog,Mixed Breed (Medium),Mix,11,,Female,No,Yes,Transfer In,Transfer,-,,981020025073519,01/12/2018,08:08 pm,Adoption,On Site Adoption,
01/11/2018,02:14 pm,JHS-A-46659,Nemo,Cat,Domestic Shorthair,Mix,1,,Unknown,To be determined,No,Stray,Drop Off,32246,32246,,01/11/2018,07:02 pm,Euthanasia,Medical Issues,32246
01/11/2018,01:51 pm,JHS-A-46658,Gitter,Dog,Mixed Breed (Medium),Mix,23,,Male,No,Yes,Stray,Drop Off,32246,32246,981020023358619,01/20/2018,08:58 pm,Adoption,On Site Adoption,32246
01/11/2018,12:15 pm,JHS-A-46657,Fisher,Cat,Domestic Shorthair,Mix,36,,Female,No,Yes,Stray,Drop Off,,,981020025323914,02/12/2018,08:43 pm,Adoption,On Site Adoption,
01/11/2018,12:08 pm,JHS-A-46656,Puff Daddy,Cat,Domestic Shorthair,Mix,36,,Male,No,Yes,Stray,Drop Off,32233,32233,981020025338407,01/20/2018,01:40 pm,Adoption,On Site Adoption,32233
01/16/2018,09:00 pm,JHS-A-46510,Duncan,Dog,Mixed Breed (Large),Mix,48,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32207,,982000410351072,01/22/2018,06:57 pm,Adoption,On Site Adoption,32207
01/16/2018,07:56 pm,JHS-A-46735,Willow,Cat,Domestic Shorthair,Mix,1,,Female,No,Yes,Stray,Drop Off,32206,32206,981020023070635,04/06/2018,06:05 pm,Adoption,On Site Adoption,32206
01/16/2018,07:45 pm,JHS-A-46734,Jalena,Dog,Mixed Breed (Medium),Mix,9,,Female,No,Yes,Stray,Drop Off,32244,32244,981020023375502,01/22/2018,04:34 pm,Adoption,On Site Adoption,32244
01/16/2018,06:58 pm,JHS-A-46732,Tyson,Dog,Mixed Breed (Large),Mix,3,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,,,981020025434835,01/17/2018,02:39 pm,Adoption,On Site Adoption,
01/16/2018,06:58 pm,JHS-A-46733,Carlos,Cat,Domestic Shorthair,Domestic Shorthair,11,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,,,981020021171900,01/28/2018,04:23 pm,Adoption,PetSmart Southside #300,
01/16/2018,06:57 pm,JHS-A-12903,Nikki,Cat,Domestic Shorthair,Mix,88,,Female,No,Yes,Stray,Drop Off,32217,32217,0A120E6776,02/17/2018,07:03 pm,Adoption,PetSmart Beaches,32217
01/16/2018,05:51 pm,JHS-A-46730,Fanta,Cat,Domestic Shorthair,Mix,35,,Male,No,Yes,Stray,Drop Off,32216,32216,981020005427350,01/20/2018,01:47 pm,Adoption,On Site Adoption,32216
01/16/2018,05:51 pm,JHS-A-46731,Eclipse,Cat,Domestic Shorthair,Mix,23,,Female,No,Yes,Stray,Drop Off,32216,32216,981020025440892,02/11/2018,12:08 pm,Adoption,On Site Adoption,32216
01/16/2018,04:42 pm,JHS-A-46729,Egypt,Cat,Domestic Shorthair,Domestic Shorthair,59,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32217,,981020007578817,01/22/2018,02:14 pm,Adoption,On Site Adoption,32217
01/16/2018,04:07 pm,JHS-A-35803,Fred,Cat,Domestic Shorthair,Mix,71,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32225,,0A14157E7B,01/28/2018,12:25 pm,Adoption,On Site Adoption,32225
01/16/2018,04:00 pm,JHS-A-46728,Cersei,Dog,Mixed Breed (Large),Mix,48,,Female,No,Yes,Stray,Drop Off,32216,32216,981020023064285,01/16/2018,03:26 pm,Return to Owner/Guardian,By Other (specify in memo),32216
01/16/2018,03:15 pm,JHS-A-46727,Jack,Dog,Mixed Breed (Large),Mix,36,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,,,066604535,02/08/2018,02:17 pm,Adoption,On Site Adoption,
01/16/2018,01:53 pm,JHS-A-45772,Ruth,Cat,Domestic Shorthair,Mix,5,,Female,No,Yes,Return,Return,32211,,981020023070433,01/16/2018,06:21 pm,Adoption,On Site Adoption,32211
01/16/2018,01:31 pm,JHS-A-46726,Mindi,Dog,Mixed Breed (Medium),Mix,12,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32256,,601030004,01/27/2018,05:08 pm,Adoption,On Site Adoption,32256
01/16/2018,01:19 pm,JHS-A-46725,Graham,Dog,Mixed Breed (Large),Mix,11,,Male,No,Yes,Owner/Guardian Surrender,By Appointment,32210,,981020025446713,01/19/2018,06:49 pm,Adoption,On Site Adoption,32210
01/16/2018,01:08 pm,JHS-A-46724,Yeti,Cat,Domestic Shorthair,Domestic Shorthair,3,,Female,No,Yes,Stray,Drop Off,32225,32225,981020023385379,02/07/2018,01:49 pm,Adoption,On Site Adoption,32225
01/22/2018,09:04 pm,JHS-A-46810,Kovu,Cat,Domestic Shorthair,Mix,1,,Male,No,Yes,Stray,Drop Off,32233,32233,981020025455425,02/07/2018,06:41 pm,Adoption,PetSmart Town Center #297,32233
01/22/2018,08:00 pm,JHS-A-46809,Stephanie,Cat,Domestic Medium Hair,Mix,24,,Female,No,Yes,Stray,Drop Off,32246,32246,981020025452751,01/27/2018,11:30 am,Adoption,On Site Adoption,32246
01/22/2018,07:38 pm,JHS-A-46808,Bryan,Dog,Mixed Breed (Large),Mix,4,,Male,No,Yes,Stray,Drop Off,32206,32206,981020023313234,01/26/2018,05:10 pm,Adoption,On Site Adoption,32206
