Unnamed: 0,name,review_count,category,Additional categories,price,city,Zip code,state,rating,delivery,pickup,Accepts resvervations
110,Copper Lotus Cafe & Bistro,1,cafe/breakfast,Breakfast & Brunch,,Palm Coast,32164,FL,5.0,Yes,Yes,No
111,Oriental Garden,41,asian/sushi,Chinese,$,Palm Coast,32137,FL,3.5,Yes,Yes,No
113,The Pub at Pine Lakes Golf Course,9,american,American (Traditional),$$,Palm Coast,32164,FL,4.0,No,No,No
114,China King,35,asian/sushi,Chinese,$,Palm Coast,32137,FL,3.5,Yes,No,No
115,Back to Eden Cafe,25,american,Live/Raw Food,,Flagler Beach,32136,FL,4.0,No,Yes,No
116,Hi Tulip Cafe,128,american,American (Traditional),$$,Flagler Beach,32136,FL,4.0,No,No,No
117,Cracker Barrel Old Country Store,100,cafe/breakfast,Breakfast & Brunch,$$,Palm Coast,32137,FL,3.5,Yes,Yes,No
118,Ai Japanese Restaurant,25,asian/sushi,Japanese,$$,Palm Coast,32164,FL,4.0,Yes,No,No
119,Sub Base & Bagel Place,37,american,American (New),$,Palm Coast,32137,FL,3.5,Yes,Yes,No
121,Knuckle Sandwich Sub Shop,19,cafe/breakfast,Sandwiches,,Palm Coast,32164,FL,4.5,Yes,Yes,No
122,Five Star Pizza,43,italian,Pizza,$,Palm Coast,32137,FL,4.0,Yes,No,No
123,Sonny's BBQ,110,american,Barbeque,$$,Palm Coast,32164,FL,3.5,Yes,Yes,No
124,Whaam Burger,73,american,Burgers,$$,Flagler Beach,32136,FL,3.5,No,No,No
126,Napoli Pizza,54,italian,Pizza,$$,Palm Coast,32164,FL,4.0,Yes,Yes,No
127,Russian Food,6,cafe/breakfast,Delis,,Flagler Beach,32136,FL,3.5,No,No,No
128,By The Sea Cafe,44,cafe/breakfast,Cafes,$,Flagler Beach,32136,FL,4.0,No,No,No
129,King Palace,27,asian/sushi,Chinese,$$,Palm Coast,32137,FL,4.0,Yes,No,No
130,Zaxby's,34,american,Fast Food,$,Palm Coast,32164,FL,3.5,Yes,Yes,No
131,Cue Note Billiard Room,15,american,Burgers,$$,Palm Coast,32164,FL,4.0,No,No,No
132,Hammock Pizza,22,italian,Pizza,$,Palm Coast,32137,FL,3.5,Yes,Yes,No
133,Taste of Portugal,6,unique_foregin,Portuguese,$$,Palm Coast,32137,FL,2.5,No,No,No
134,Raga Surf Cafe,3,cafe/breakfast,Sandwiches,,Palm Coast,32137,FL,5.0,No,No,No
136,China One Restaurant,20,asian/sushi,Chinese,$,Palm Coast,32137,FL,3.5,Yes,No,No
137,Snack Jack,31,seafood,Seafood,$$,Flagler Beach,32136,FL,3.5,No,No,No
138,Moe's Southwest Grill,31,mexican/tex-mex,Mexican,$$,Palm Coast,32137,FL,3.0,Yes,Yes,No
139,Bamboo Creek - China Bistro,83,asian/sushi,Chinese,$$,Palm Coast,32164,FL,2.5,Yes,No,No
140,Honey baked ham store,2,cafe/breakfast,Delis,,Palm Coast,32137,FL,4.0,Yes,Yes,No
141,Denny's,49,american,Diners,$$,Palm Coast,32137,FL,2.0,No,No,No
142,Great Wall,28,asian/sushi,Chinese,$,Palm Coast,32137,FL,4.0,Yes,No,No
143,Checkers,13,american,Burgers,,Palm Coast,32137,FL,2.0,Yes,Yes,No
144,Kendall's Bagels & More,41,cafe/breakfast,Sandwiches,$,Palm Coast,32137,FL,3.5,Yes,No,No
145,Chick-fil-A,63,american,Fast Food,$,Palm Coast,32137,FL,3.5,No,No,No
146,Steak ’n Shake,103,american,Burgers,$,Palm Coast,32164,FL,2.5,Yes,Yes,No
148,Giovanni's Pizza & Pasta,70,italian,Italian,$$,Flagler Beach,32136,FL,4.0,No,No,No
149,IHOP,49,cafe/breakfast,Breakfast & Brunch,$$,Palm Coast,32137,FL,2.5,Yes,Yes,No
150,Jimmy John's,6,american,Fast Food,,Palm Coast,32137,FL,4.0,No,No,No
151,Popeyes,62,american,Fast Food,,Palm Coast,32137,FL,1.0,Yes,Yes,No
152,Woody's Bar-B-Q,64,american,Barbeque,$$,Palm Coast,32137,FL,2.5,Yes,Yes,No
153,Tropical Smoothie Cafe,21,cafe/breakfast,Sandwiches,$,Palm Coast,32137,FL,3.5,Yes,Yes,No
154,China Cafe,34,asian/sushi,Chinese,$,Flagler Beach,32136,FL,3.5,No,No,No
155,Bob Evans,43,cafe/breakfast,Breakfast & Brunch,$,Palm Coast,32137,FL,2.5,Yes,Yes,No
156,Brooklyn Mike's Pizza & Restaurant,7,italian,Pizza,,Palm Coast,32137,FL,2.0,Yes,Yes,No
157,Firehouse Subs,28,cafe/breakfast,Sandwiches,$,Palm Coast,32137,FL,3.5,Yes,Yes,No
158,Golden Magnolia Resort,1,cafe/breakfast,Breakfast & Brunch,,Flagler Beach,32136,FL,5.0,No,No,No
159,Taco Bell,30,mexican/tex-mex,Mexican,$,Palm Coast,32137,FL,3.0,Yes,No,No
160,McDonald's,61,american,Burgers,$,Palm Coast,32137,FL,1.0,Yes,No,No
161,Sami's Pizza,43,italian,Pizza,$,Palm Coast,32137,FL,3.5,Yes,Yes,No
162,Olive Garden Italian Restaurant,92,italian,Italian,$$,Palm Coast,32164,FL,3.5,No,No,No
163,Marco's Pizza,17,italian,Pizza,$,Palm Coast,32164,FL,4.0,Yes,Yes,No
164,Raw Juice Cafe,31,bars/cocktail,Juice Bars & Smoothies,$,Flagler Beach,32136,FL,4.5,No,No,No
165,Tropical Breeze Cafe,1,cafe/breakfast,Cafes,,Flagler Beach,32136,FL,5.0,No,No,No
166,Rocky's Pizzeria and Restaurant,64,italian,Pizza,$,Flagler Beach,32136,FL,4.0,Yes,Yes,No
167,Rudy’s Deli,2,cafe/breakfast,Coffee & Tea,,Palm Coast,32137,FL,3.0,No,No,No
168,Chipotle Mexican Grill,19,american,Fast Food,$,Palm Coast,32164,FL,3.5,Yes,Yes,No
169,NiKi's Pizzeria,3,italian,Italian,,Palm Coast,32137,FL,3.5,No,No,No
170,Subway,9,cafe/breakfast,Sandwiches,$,Palm Coast,32137,FL,3.0,Yes,Yes,No
171,KFC,29,american,Fast Food,$,Palm Coast,32137,FL,2.0,Yes,Yes,No
172,Pizza Hut,17,italian,Pizza,$,Palm Coast,32137,FL,3.0,Yes,Yes,No
173,Bamboo Creek China Bistro,13,asian/sushi,Chinese,,Palm Coast,32164,FL,3.0,No,No,No
174,Wendy's,26,american,Fast Food,$,Palm Coast,32137,FL,2.0,Yes,No,No
175,Mezzaluna Pizza,65,italian,Pizza,$$,Palm Coast,32164,FL,3.5,Yes,No,No
176,Papa Johns Pizza,17,italian,Pizza,$,Palm Coast,32137,FL,3.0,Yes,No,No
177,Hungry Howie's Pizza & Subs,22,italian,Pizza,$,Palm Coast,32139,FL,2.5,Yes,No,No
178,Wendy's,21,american,Fast Food,$,Palm Coast,32137,FL,1.5,Yes,No,No
179,Subway,2,cafe/breakfast,Sandwiches,$,Palm Coast,32137,FL,1.5,Yes,Yes,No
180,Johnny's Italian & Mediterranean Restaurant,1,italian,Italian,,Palm Coast,32137,FL,1.0,No,No,No
181,Scoops,1,american,American (Traditional),,Palm Coast,32137,FL,2.0,No,No,No
182,New Europa,1,bars/cocktail,Bars,,Palm Coast,32137,FL,1.0,No,No,No
183,Firehouse Subs,2,american,Fast Food,,Palm Coast,32164,FL,5.0,Yes,Yes,No
184,The Player's Club at Cypress Knoll,1,american,Buffets,,Palm Coast,32164,FL,1.0,No,No,No
185,Circle K,1,convenience,Convenience Stores,,Palm Coast,32164,FL,1.0,No,No,No
186,Panda Express,38,asian/sushi,Chinese,$,Palm Coast,32164,FL,2.0,Yes,Yes,No
187,Domino's Pizza,9,italian,Pizza,$,Palm Coast,32164,FL,3.5,No,No,No
188,Tony's Pizza,49,italian,Pizza,$$,Flagler Beach,32136,FL,4.0,No,No,No
189,Panera Bread,88,cafe/breakfast,Sandwiches,$,Palm Coast,32164,FL,2.5,Yes,Yes,No
191,Circle K,3,convenience,Convenience Stores,,Palm Coast,32137,FL,2.5,No,No,No
193,Taco Bell,7,mexican/tex-mex,Mexican,,Palm Coast,32164,FL,2.5,Yes,No,No
194,Burger King,71,american,Burgers,$,Flagler Beach,32136,FL,1.5,Yes,No,No
195,Tropical Smoothie Cafe,32,bars/cocktail,Juice Bars & Smoothies,$$,Palm Coast,32164,FL,3.5,No,No,No
196,McDonald's,18,american,Fast Food,$,Palm Coast,32164,FL,2.0,Yes,No,No
197,Subway,2,cafe/breakfast,Sandwiches,,Palm Coast,32137,FL,3.0,No,No,No
199,McDonald's,18,american,Burgers,$,Flagler Beach,32136,FL,2.5,Yes,No,No
201,Pizza Hut,14,italian,Pizza,$,Palm Coast,32164,FL,2.5,No,No,No
202,Carmine Celery's,4,italian,Pizza,$$,Flagler Beach,32137,FL,3.0,No,No,No
203,Domino's Pizza,16,italian,Pizza,$,Palm Coast,32137,FL,2.5,No,No,No
204,Subway,3,cafe/breakfast,Sandwiches,$,Palm Coast,32137,FL,3.5,Yes,Yes,No
205,Subway,5,cafe/breakfast,Sandwiches,$,Palm Coast,32164,FL,3.0,Yes,Yes,No
206,Circle K,3,convenience,Convenience Stores,,Flagler Beach,32136,FL,1.5,No,No,No
