Intake Date,Intake Time,Animal ID,Name,Species,Primary Breed,Secondary Breed,Age (Months),Size Group,Sex,Altered in Care,Altered before arrival,Intake Type,Intake Sub-Type,Intake From (Zip Code),Address Found (Zip Code),Microchip Number,Outcome Date,Outcome Time,Outcome Type,Outcome Sub-type,Zip Code
01/01/2019,06:44 pm,JHS-A-54257,Stanford,Dog,Mixed Breed (Large),Mix,36,,Male,No,Yes,Stray,Drop Off,32216,32216,985112010576688,01/09/2019,05:48 pm,Adoption,On Site Adoption,32216
01/01/2019,05:59 pm,JHS-A-54256,Roquet,Dog,Mixed Breed (Small),Mix,5,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,39039,,981020027633458,01/01/2019,04:03 pm,Adoption,On Site Adoption,39039
01/01/2019,05:40 pm,JHS-A-54255,Delilah PA,Dog,Mixed Breed (Medium),Mix,,Medium (20-59),Female,No,Yes,Stray,Drop Off,32207,32207,981020029417684,01/31/2019,02:40 pm,Adoption,On Site Adoption,32207
01/01/2019,05:15 pm,JHS-A-54254,Marley,Dog,Mixed Breed (Large),Mix,155,,Female,To be determined,No,Stray,Drop Off,32246,32246,981020029410751,01/02/2019,09:53 am,Return to Owner/Guardian,By Other (specify in memo),32246
01/01/2019,04:21 pm,JHS-A-54253,Rhino,Dog,Mixed Breed (Medium),Mix,20,Medium (20-59),Male,No,Yes,Stray,Drop Off,32258,32256,981020029451816,01/11/2019,07:19 pm,Adoption,On Site Adoption,32256
01/01/2019,03:36 pm,JHS-A-53751,Miracle,Cat,Domestic Shorthair,Mix,2,,Female,No,Yes,Return,Return,32216,,981020027581574,01/01/2019,03:26 pm,Adoption,On Site Adoption,32216
01/01/2019,03:05 pm,JHS-A-54251,Julie Ann,Dog,Mixed Breed (Large),Mix,12,,Female,No,Yes,Stray,Drop Off,32234,32234,981020029403587,01/12/2019,01:33 pm,Adoption,On Site Adoption,32234
01/01/2019,03:05 pm,JHS-A-54252,Jonathan,Dog,Mixed Breed (Large),Mix,24,,Male,No,Yes,Stray,Drop Off,32234,32234,981020029538146,01/24/2019,07:04 pm,Adoption,On Site Adoption,32234
01/01/2019,02:10 pm,JHS-A-54250,Bells,Dog,Mixed Breed (Medium),Mix,12,,Female,No,Yes,Transfer In,Transfer,-,,981020027513084,01/05/2019,04:40 pm,Adoption,On Site Adoption,
01/01/2019,01:59 pm,JHS-A-54249,Miss Piggy,Dog,Mixed Breed (Medium),Mix,96,,Female,No,Yes,Transfer In,Transfer,-,,981020027602893,01/24/2019,02:21 pm,Adoption,On Site Adoption,
01/01/2019,01:39 pm,JHS-A-54248,Landon,Dog,Mixed Breed (Medium),Mix,12,,Male,No,Yes,Transfer In,Transfer,-,,981020027667000,01/01/2019,04:46 pm,Adoption,On Site Adoption,
01/01/2019,01:32 pm,JHS-A-54247,Dax,Dog,Mixed Breed (Large),Mix,24,,Male,No,Yes,Transfer In,Transfer,-,,981020027637469,01/03/2019,07:14 pm,Adoption,On Site Adoption,
01/01/2019,01:24 pm,JHS-A-45282,Calie,Cat,Domestic Shorthair,Mix,19,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32216,,981020023344755,01/16/2019,11:38 am,Adoption,On Site Adoption,32216
01/07/2019,09:44 pm,JHS-A-54359,Kyla,Dog,Mixed Breed (Medium),Mix,11,,Female,No,Yes,Stray,Drop Off,32256,32256,981020025868833,01/18/2019,01:12 pm,Adoption,On Site Adoption,32256
01/07/2019,09:31 pm,JHS-A-54358,Star,Dog,Mixed Breed (Small),Mix,168,,Female,No,Yes,Transfer In,Transfer,-,,090516053,01/12/2019,05:13 pm,Adoption,On Site Adoption,
01/07/2019,09:03 pm,JHS-A-54357,Ramona,Dog,Mixed Breed (Medium),Mix,23,,Female,No,Yes,Stray,Drop Off,32206,32207,981020025214460,01/22/2019,12:28 pm,Adoption,On Site Adoption,32207
01/07/2019,07:27 pm,JHS-A-54356,Harlem,Dog,Mixed Breed (Large),Mix,35,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32205,,981020015673693,01/27/2019,04:58 pm,Adoption,On Site Adoption,32205
01/07/2019,07:23 pm,JHS-A-25517,Anni,Dog,Mixed Breed (Large),Mix,142,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32205,,018033827,03/04/2019,04:30 pm,Adoption,On Site Adoption,32205
01/07/2019,07:10 pm,JHS-A-54355,Joy,Dog,Mixed Breed (Small),Mix,24,,Female,No,Yes,Transfer In,Transfer,-,,981020027599357,01/10/2019,03:51 pm,Adoption,On Site Adoption,
01/07/2019,06:59 pm,JHS-A-54354,Noble,Cat,Domestic Shorthair,Mix,11,,Female,No,Yes,Stray,Drop Off,32223,32223,981020029409136,01/12/2019,04:45 pm,Adoption,On Site Adoption,32223
01/07/2019,06:29 pm,JHS-A-54353,Jan,Cat,Domestic Shorthair,Mix,12,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32216,,981020029443452,01/19/2019,11:43 am,Adoption,On Site Adoption,32216
01/07/2019,06:29 pm,JHS-A-54352,Meredith,Cat,Domestic Shorthair,Mix,12,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32216,,981020029408871,01/13/2019,04:03 pm,Adoption,On Site Adoption,32216
01/07/2019,06:26 pm,JHS-A-54351,Oscar,Cat,Domestic Shorthair,Mix,12,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32216,,981020029537973,01/18/2019,04:48 pm,Adoption,On Site Adoption,32216
01/07/2019,04:49 pm,JHS-A-54350,Candy,Dog,Mixed Breed (Small),Mix,48,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32211,,981020029400000,01/11/2019,12:22 pm,Adoption,On Site Adoption,32211
01/07/2019,04:19 pm,JHS-A-54349,Dustin,Cat,Domestic Shorthair,Mix,1,,Male,No,Yes,Stray,Drop Off,32258,32256,981020029395487,02/15/2019,02:57 pm,Adoption,On Site Adoption,32256
01/07/2019,04:19 pm,JHS-A-54348,Nahko,Cat,Domestic Shorthair,Mix,1,,Male,No,Yes,Stray,Drop Off,32258,32256,981020029117118,02/14/2019,04:38 pm,Adoption,On Site Adoption,32256
01/07/2019,04:19 pm,JHS-A-54347,Hyde,Dog,Mixed Breed (Small),Mix,11,,Male,No,Yes,Stray,Drop Off,32259,32259,981020029457461,01/13/2019,10:38 am,Adoption,On Site Adoption,32259
01/07/2019,04:13 pm,JHS-A-54346,Jekyll,Dog,Mixed Breed (Large),Mix,59,,Male,No,Yes,Stray,Drop Off,32259,32259,981020029437384,01/17/2019,02:53 pm,Adoption,On Site Adoption,32259
01/07/2019,03:57 pm,JHS-A-54345,Lady,Dog,Mixed Breed (Large),Mix,84,,Female,To be determined,No,Stray,Drop Off,32216,32216,981020029403939,01/13/2019,03:38 pm,Euthanasia,Medical Issues,32216
01/07/2019,03:44 pm,JHS-A-54344,Missy,Dog,Mixed Breed (Medium),Mix,60,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32092,,981020029442484,01/22/2019,03:20 pm,Adoption,On Site Adoption,32092
01/07/2019,03:10 pm,JHS-A-54343,Belinda,Dog,Mixed Breed (Medium),Mix,4,,Female,No,Yes,Stray,Drop Off,32207,32207,981020029412845,01/15/2019,07:44 pm,Adoption,On Site Adoption,32207
01/07/2019,01:27 pm,JHS-A-54342,Reese,Dog,Mixed Breed (Large),Mix,9,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32244,,981020029393788,01/15/2019,01:29 pm,Adoption,On Site Adoption,32244
01/03/2019,09:33 pm,JHS-A-54285,Angelica,Dog,Mixed Breed (Medium),Mix,9,,Female,To be determined,No,Stray,Drop Off,32256,32256,,01/06/2019,07:56 am,Died,Medical Issues,32256
01/03/2019,08:06 pm,JHS-A-54284,Ronnie,Dog,Mixed Breed (Medium),Mix,23,,Male,No,Yes,Stray,Drop Off,32063,32063,981020029396792,02/02/2019,04:09 pm,Adoption,On Site Adoption,32063
01/03/2019,07:09 pm,JHS-A-54283,Doris,Dog,Mixed Breed (Small),Mix,156,Small (1-19),Female,No,Yes,Stray,Drop Off,32224,32224,981020029543136,01/09/2019,03:22 pm,Adoption,On Site Adoption,32224
01/03/2019,06:57 pm,JHS-A-54282,Hans,Dog,Mixed Breed (Large),Mix,12,,Male,No,Yes,Stray,Drop Off,32259,32259,981020029465292,01/21/2019,02:24 pm,Adoption,On Site Adoption,32259
01/03/2019,06:46 pm,JHS-A-53746,Heinz,Dog,Mixed Breed (Large),Mix,13,,Male,No,Yes,Return,Return,32217,,981020027498339,01/11/2019,12:12 pm,Adoption,On Site Adoption,32217
01/03/2019,05:32 pm,JHS-A-45996,Sally Mae,Dog,Mixed Breed (Medium),Mix,85,,Female,No,Yes,Stray,Drop Off,32211,32211,982000411866282,02/25/2019,01:35 pm,Adoption,Promote a Pet,32211
01/03/2019,05:18 pm,JHS-A-54281,Buddy,Dog,Mixed Breed (Large),Mix,168,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32226,,092878885,01/04/2019,01:04 pm,Transfer Out,Transfer,32226
01/03/2019,05:08 pm,JHS-A-54280,Mickey,Dog,Mixed Breed (Small),Mix,60,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32211,,981020029413796,01/04/2019,04:07 pm,Adoption,On Site Adoption,32211
01/03/2019,05:05 pm,JHS-A-54279,Love,Dog,Mixed Breed (Small),Mix,48,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32211,,981020029402661,01/03/2019,04:02 pm,Adoption,On Site Adoption,32211
01/03/2019,05:01 pm,JHS-A-54278,Louie,Dog,Mixed Breed (Small),Mix,156,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32211,,0A107D5A2D,01/04/2019,02:31 pm,Adoption,On Site Adoption,32211
01/03/2019,04:59 pm,JHS-A-54277,King,Dog,Mixed Breed (Small),Mix,60,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32211,,981020029417959,01/03/2019,05:53 pm,Adoption,On Site Adoption,32211
01/03/2019,12:54 pm,JHS-A-54276,Aurora,Cat,Domestic Medium Hair,Mix,4,,Female,No,Yes,Stray,Drop Off,32216,32216,981020029399784,01/14/2019,03:22 pm,Adoption,On Site Adoption,32216
01/09/2019,08:04 pm,JHS-A-54383,Sabra,Cat,Domestic Shorthair,Mix,9,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32210,,981020029538726,01/19/2019,07:53 pm,Adoption,PetSmart Town Center #297,32210
01/09/2019,07:48 pm,JHS-A-54382,Jo,Cat,Domestic Shorthair,Mix,11,,Male,No,Yes,Stray,Abandoned,,32216,981020029395737,01/19/2019,08:03 pm,Adoption,PetSmart Town Center #297,32216
01/09/2019,06:43 pm,JHS-A-54381,Mellow,Dog,Mixed Breed (Small),Mix,6,,Male,No,Yes,Owner/Guardian Surrender,By Appointment,34480,,956000005728390,01/29/2019,07:22 pm,Adoption,On Site Adoption,34480
01/09/2019,06:27 pm,JHS-A-54380,Charleen,Cat,Domestic Longhair,Mix,48,,Female,No,Yes,Stray,Drop Off,32224,32224,4C2C7F0E1E,01/17/2019,10:03 pm,Adoption,On Site Adoption,32224
01/09/2019,06:16 pm,JHS-A-46175,Sheriff,Dog,Mixed Breed (Large),Mix,21,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32256,,981020021730095,01/30/2019,09:50 pm,Adoption,On Site Adoption,32256
01/09/2019,05:50 pm,JHS-A-28848,Baby,Cat,Domestic Shorthair,Mix,88,,Female,No,Yes,Return,Return,32250,,981020011639379,01/19/2019,04:56 pm,Adoption,On Site Adoption,32250
01/09/2019,05:04 pm,JHS-A-54378,Daniela,Cat,Domestic Shorthair,Mix,5,,Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32216,,981020029532666,01/12/2019,08:26 pm,Adoption,On Site Adoption,32216
01/09/2019,05:04 pm,JHS-A-54379,Jinx,Cat,Domestic Shorthair,Mix,5,,Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32216,,981020029418488,01/13/2019,05:38 pm,Adoption,On Site Adoption,32216
01/09/2019,04:32 pm,JHS-A-54377,Dug,Dog,Mixed Breed (Large),Mix,36,Large (60-99),Male,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32259,,981020017293615,02/11/2019,09:48 pm,Return to Owner/Guardian,By Other (specify in memo),32259
01/09/2019,04:32 pm,JHS-A-54376,Kevin,Dog,Mixed Breed (Large),Mix,34,Large (60-99),Female,No,Yes,Owner/Guardian Surrender,Walk-In Surrender,32259,,981020017283256,02/11/2019,09:48 pm,Return to Owner/Guardian,By Other (specify in memo),32259
01/09/2019,02:41 pm,JHS-A-54375,Nico,Cat,Domestic Shorthair,Mix,47,,Male,No,Yes,Stray,Abandoned,,32216,981020011685798,03/04/2019,06:22 pm,Adoption,On Site Adoption,32216
01/09/2019,01:39 pm,JHS-A-54374,Benji,Dog,Mixed Breed (Large),Mix,12,,Male,No,Yes,Owner/Guardian Surrender,By Appointment,32218,,981020029547187,01/17/2019,04:32 pm,Adoption,On Site Adoption,32218
01/09/2019,01:18 pm,JHS-A-54373,Mia,Dog,Mixed Breed (Small),Mix,10,,Female,No,Yes,Stray,Drop Off,32207,32207,981020029462077,01/16/2019,05:39 pm,Adoption,On Site Adoption,32207
01/10/2019,07:16 pm,JHS-A-54399,Bailey,Dog,Mixed Breed (Small),Mix,72,Small (1-19),Male,No,Yes,Stray,Drop Off,,32216,48504F6076,01/29/2019,04:39 pm,Adoption,On Site Adoption,32216
01/10/2019,06:49 pm,JHS-A-54398,Marcia,Cat,Domestic Shorthair,Mix,1,,Female,No,Yes,Stray,Drop Off,32256,32256,981020029543491,02/16/2019,02:18 pm,Adoption,On Site Adoption,32256
01/10/2019,06:48 pm,JHS-A-54397,Cindy,Cat,Domestic Shorthair,Mix,1,,Female,No,Yes,Stray,Drop Off,32256,32256,981020029404963,02/16/2019,05:19 pm,Adoption,On Site Adoption,32256
01/10/2019,06:46 pm,JHS-A-54396,Jan,Cat,Domestic Shorthair,Mix,1,,Female,No,Yes,Stray,Drop Off,32256,32256,981020029462625,02/15/2019,05:42 pm,Adoption,On Site Adoption,32256
